;Visual Properties;;;;;;Labels;;;;Layout;;;;;;Graph Metrics;;;;;;;;;Do Not Edit;;Other Columns;;;;;;;;;;;;;;;;;;
Vertex;Color;Shape;Size;Opacity;Image File;Visibility;Label;Label Fill Color;Label Position;Tooltip;Layout Order;X;Y;Locked?;Polar R;Polar Angle;Degree;In-Degree;Out-Degree;Betweenness Centrality;Closeness Centrality;Eigenvector Centrality;PageRank;Clustering Coefficient;Reciprocated Vertex Pair Ratio;ID;Dynamic Filter;Add Your Own Columns Here;Followed;Followers;Tweets;Favorites;Time Zone UTC Offset (Seconds);Description;Location;Web;Time Zone;Joined Twitter Date (UTC);Custom Menu Item Text;Custom Menu Item Action;Tweeted Search Term?;;;;;
hommel_b;;;;;http://pbs.twimg.com/profile_images/1383395932297781253/qDbl_ig0_normal.jpg;;;;;"hommel_b

RT @GeLeHesjesNL: Zorg ervoor dat
je erbij bent. We moeten dit keer
met echt heel veel mensen staan.
Vele duizenden. Wees aanwezig.
Zet het…";;6.495,0;4.147,5;;;;;;;;;;;;;686;;;96;10187;31069;56608;;"""The darkest places in hell are reserved for those who maintain their neutrality in times of moral crisis."" Dante Alighieri.";Dalfsen;https://t.co/co9OYEqeP9;;28-9-2020 09:19;Open Twitter Page for This Person;https://twitter.com/hommel_b;Yes;;;;;
anke64854890;;;;;http://pbs.twimg.com/profile_images/1370014854095003650/ASsW8Sge_normal.jpg;;;;;"anke64854890

RT @KAFKA_Dev: Dit zei elke #wappie
maanden geleden al! Luister toch
eens naar Wappies! Wappies hebben
altijd gelijk! 😉 Ik ben trots
op elk…";;2.643,2;4.558,9;;;;;;;;;;;;;687;;;167;241;8687;24187;;Onrecht en eerlijkheid!!!!!!;Noord-Brabant, Nederland;;;22-11-2019 15:01;Open Twitter Page for This Person;https://twitter.com/anke64854890;Yes;;;;;
perpetuummobi20;;;;;http://pbs.twimg.com/profile_images/1386697316992753664/qN4SVSJi_normal.jpg;;;;;"perpetuummobi20

RT @KAFKA_Dev: De #avondklok heeft
dus geen enkel effect gehad. Iets
wat elke #wappie van te voren al
zei. Ze hebben dus willens &amp;
wetens…";;5.924,9;3.487,8;;;;;;;;;;;;;688;;;516;379;3704;11091;;Trotse Indo van de 3e generatie. Rotterdame zónder muilkorf. Opleiding Performance Coaching/Sportpsycholoog Krachttraining, Kyokushin, Muay Thai, Krav Maga;Montenegro als het zo doorgaat;;;14-12-2020 18:21;Open Twitter Page for This Person;https://twitter.com/perpetuummobi20;Yes;;;;;
berttaling;;;;;http://pbs.twimg.com/profile_images/999325333760294912/yMyVnkWX_normal.jpg;;;;;"berttaling

RT @dejongcatharina: Het is weer
de grote ' #wappie heeft weer gelijk
dag' #avondklok geen effect #vaccinatiepaspoort
is een feit Alles w…";;6.871,1;5.593,9;;;;;;;;;;;;;689;;;2311;1888;187072;382114;;;;;;7-1-2015 19:27;Open Twitter Page for This Person;https://twitter.com/berttaling;Yes;;;;;
wibopieterse72;;;;;http://pbs.twimg.com/profile_images/1370646854808002560/Y61VrkCz_normal.jpg;;;;;"wibopieterse72

Met dank aan Kuipers Laat hem zijn
mond alsjeblieft houden. Dan houdt
het gezeik waarom en hoezo tenminste
nog een op. #wappie";;3.527,2;7.191,6;;;;;;;;;;;;;690;;;125;32;859;902;;;Woubrugge;;;29-6-2014 20:46;Open Twitter Page for This Person;https://twitter.com/wibopieterse72;Yes;;;;;
pat02181;;;;;http://pbs.twimg.com/profile_images/1382045013408878594/DoBwHWSH_normal.jpg;;;;;"pat02181

RT @GozewijnAJ: Iets wat normaal
nadenkende burgers al van te voren
zeiden. Maar ja dan ben je #wappie
hè ! Kuipers: avondklok heeft geen…";;6.151,5;2.833,3;;;;;;;;;;;;;691;;;71;9;289;2131;;;;;;5-7-2020 17:37;Open Twitter Page for This Person;https://twitter.com/pat02181;Yes;;;;;
2903mjc;;;;;http://pbs.twimg.com/profile_images/1328840941193588738/0lOEwaNJ_normal.jpg;;;;;"2903mjc

RT @PrinsesChrissie: Dus voor de
kat ze kut drie maanden opgehokt
gezeten.. Ik ben geen #wappie maar
je zou het bijna nog gaan worden
door…";;8.583,2;2.158,7;;;;;;;;;;;;;692;;;968;548;35419;69664;;;;;;10-12-2014 15:47;Open Twitter Page for This Person;https://twitter.com/2903mjc;Yes;;;;;
bultmarianne;;;;;http://pbs.twimg.com/profile_images/1381011098514653185/8UtEPBFg_normal.jpg;;;;;"bultmarianne

RT @GozewijnAJ: Iets wat normaal
nadenkende burgers al van te voren
zeiden. Maar ja dan ben je #wappie
hè ! Kuipers: avondklok heeft geen…";;4.832,2;1.535,7;;;;;;;;;;;;;693;;;56;18;1990;55;;;Amsterdam;;;15-4-2020 21:37;Open Twitter Page for This Person;https://twitter.com/bultmarianne;Yes;;;;;
omedirkdirk;;;;;http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;;;;;"omedirkdirk

#wappie Er schijnt nu ook nazi-yoga
te bestaan. Mediteren met zachtjes,op
de achtergrond,het Horst Wessel
lied.… https://t.co/yjsZ0dfwyG";;1.415,8;7.923,9;;;;;;;;;;;;;694;;;86;36;2989;600;;;;;;3-10-2014 23:56;Open Twitter Page for This Person;https://twitter.com/omedirkdirk;Yes;;;;;
marjoleinzilver;;;;;http://pbs.twimg.com/profile_images/1322876199878746114/nnnx3SEj_normal.jpg;;;;;"marjoleinzilver

#wappie #yogamoeder #bakfietsouder
#corona #antivaxxer #snappie Ik
schreef dit blog over het prototype
anti-vaxxer. https://t.co/lSXSwRusUk";;7.304,3;1.638,4;;;;;;;;;;;;;695;;;112;14;1621;5059;;;;;;15-6-2011 12:21;Open Twitter Page for This Person;https://twitter.com/marjoleinzilver;Yes;;;;;
waxtomcat;;;;;http://pbs.twimg.com/profile_images/1379822931828736008/dHPttmsW_normal.jpg;;;;;"waxtomcat

Wat ik niet snap, waarom worden
door heel Nederland demonstraties
gehouden, behalve in Den Haag waar
alle besluiten… https://t.co/r5IGDbDlGA";;7.174,7;7.768,1;;;;;;;;;;;;;696;;;161;176;1758;2008;;#Vrijheid;;;;16-9-2019 13:31;Open Twitter Page for This Person;https://twitter.com/waxtomcat;Yes;;;;;
mobcplx;;;;;http://pbs.twimg.com/profile_images/1009983168609480705/6KwBE6tL_normal.jpg;;;;;"mobcplx

RT @WaxTomCat: Wat ik niet snap,
waarom worden door heel Nederland
demonstraties gehouden, behalve
in Den Haag waar alle besluiten
genomen…";;7.494,1;7.197,9;;;;;;;;;;;;;697;;;5002;2109;129023;99909;;Freedom, dolce vita!💥Eur. & USA culture/history💥pro-Israel💥anti-islam💥anti-globalist/GL/D666/VVD💥EU-critical💥Cult. rechts, soc.-ec. links💥PVV/FvD🇳🇱👍;NL;;;1-4-2017 02:35;Open Twitter Page for This Person;https://twitter.com/mobcplx;Yes;;;;;
ldv2222;;;;;http://pbs.twimg.com/profile_images/1385349695380262926/fgjToKwR_normal.jpg;;;;;"ldv2222

RT @Rprive1: Zo, met het #coronapaspoort
is de volgende #wappie theorie
omgezet in de praktijk. Wie gelooft
nig dat #testen tijdelijk is en…";;8.046,5;6.908,1;;;;;;;;;;;;;698;;;499;521;38909;48193;;Autochtones 1st. EU 🚮. Nexit. Small account by choice, for else 👀👀 🤯 😊  Parler and Gab same account.;The Netherlands;;;23-4-2012 10:07;Open Twitter Page for This Person;https://twitter.com/ldv2222;Yes;;;;;
waltmaas;;;;;http://pbs.twimg.com/profile_images/1002788204/DSC04007xxx_normal.jpg;;;;;"waltmaas

Is het nu “ik ben een #wappie”
of “deze bewering is #wappie” ?
Ik zie beide voorbijkomen….Ben
niet meer bij in de N… https://t.co/7TCvXgzS29";;8.583,2;4.915,4;;;;;;;;;;;;;699;;;165;44;725;65;;;Netherlands;;;30-5-2010 13:58;Open Twitter Page for This Person;https://twitter.com/waltmaas;Yes;;;;;
evelien_netjes;;;;;http://pbs.twimg.com/profile_images/894931214200713217/PHhVPUdl_normal.jpg;;;;;"evelien_netjes

RT @AndreDingen: Nooit eerder hadden
we een premier die openlijk toegeeft
te liegen en de wet te overtreden
als het hem zo uitkomt. Dat laa…";;3.464,7;6.017,3;;;;;;;;;;;;;700;;;189;842;45665;41115;;De aarde staat niet stil. Niet #links niet #rechts, gewoon gezond verstand.;Op de Zeebodem;;;10-7-2016 08:56;Open Twitter Page for This Person;https://twitter.com/evelien_netjes;Yes;;;;;
cartoonplukker;;;;;http://pbs.twimg.com/profile_images/1244728024760803330/C0v-QCD-_normal.jpg;;;;;"cartoonplukker

@KAFKA_Dev #wappie 4 life https://t.co/nJHDw3hGrA";;2.092,7;6.407,1;;;;;;;;;;;;;701;;;1;131;188;19;;https://t.co/R7K90TSzou;;https://t.co/R7K90TSzou;;30-3-2020 20:12;Open Twitter Page for This Person;https://twitter.com/cartoonplukker;Yes;;;;;
ronaldus64;;;;;http://pbs.twimg.com/profile_images/485559913989808128/7g_OadqI_normal.jpeg;;;;;"ronaldus64

RT @kaapsviooltje1: Het leuke aan
#wappies vind ik dat het meestal
intelligente mensen zijn. Niet
doorsnee. Autonoom. Vrije geesten.
Niet b…";;6.395,5;1.734,9;;;;;;;;;;;;;702;;;213;102;5755;1266;;We worden op een niet te bevatten schaal belazerd. COVID-19;;;;31-1-2012 19:42;Open Twitter Page for This Person;https://twitter.com/ronaldus64;Yes;;;;;
matthijsvs86;;;;;http://pbs.twimg.com/profile_images/1378371893548494855/Qv9fhNIl_normal.jpg;;;;;"matthijsvs86

RT @VossenjachtLE: #wappie en ja
hoor, die domme wappies citeren
weer maar de helft. Ernst Kuipers.
Zei vooral dat de avondklok geen
effect…";;8.583,2;3.324,6;;;;;;;;;;;;;703;;;888;850;40624;3343;;Christen, begeleider (ghz), muzikaal, soms een tikkie technisch, werkt graag en veel met mensen.;Gelderland, Nederland;https://t.co/qo3qxzTdTP;;19-11-2010 23:03;Open Twitter Page for This Person;https://twitter.com/matthijsvs86;Yes;;;;;
reitsmaharm;;;;;http://pbs.twimg.com/profile_images/1363008832608358400/PfhZUyUz_normal.jpg;;;;;"reitsmaharm

RT @Rprive1: Zo, met het #coronapaspoort
is de volgende #wappie theorie
omgezet in de praktijk. Wie gelooft
nig dat #testen tijdelijk is en…";;8.583,2;3.398,9;;;;;;;;;;;;;704;;;277;159;10092;7234;;"Niet nieuw, opnieuw Twitter, happy met Saithip, Telegram @Harm1954
❌❌❌ Ajax!"; Thailand;;;16-7-2020 02:21;Open Twitter Page for This Person;https://twitter.com/reitsmaharm;Yes;;;;;
maryfloor;;;;;http://pbs.twimg.com/profile_images/2483131518/luvo787h0hfmv8j5711e_normal.jpeg;;;;;"maryfloor

RT @dejongcatharina: Het is weer
de grote ' #wappie heeft weer gelijk
dag' #avondklok geen effect #vaccinatiepaspoort
is een feit Alles w…";;3.529,9;8.736,6;;;;;;;;;;;;;705;;;4479;4402;476263;88311;;"Noblesse Oblige

You have to love animals and fight for them. Please help me fight for them, for better lives !";;;;21-1-2010 21:21;Open Twitter Page for This Person;https://twitter.com/maryfloor;Yes;;;;;
higgenswillem;;;;;http://pbs.twimg.com/profile_images/1350392964741259265/sHNIA2C6_normal.jpg;;;;;"higgenswillem

RT @KAFKA_Dev: De #avondklok heeft
dus geen enkel effect gehad. Iets
wat elke #wappie van te voren al
zei. Ze hebben dus willens &amp;
wetens…";;7.174,7;4.581,6;;;;;;;;;;;;;706;;;334;987;6749;23816;;Patriarchale retweeter.;;;;16-1-2021 10:21;Open Twitter Page for This Person;https://twitter.com/higgenswillem;Yes;;;;;
heerbean;;;;;http://pbs.twimg.com/profile_images/1168121117497843712/7pXxc90M_normal.jpg;;;;;"heerbean

RT @dejongcatharina: Het is weer
de grote ' #wappie heeft weer gelijk
dag' #avondklok geen effect #vaccinatiepaspoort
is een feit Alles w…";;2.282,6;2.682,1;;;;;;;;;;;;;707;;;3615;1893;165995;31250;;"#pvv 
Voor de zekerheid ook op GAB.
Einde kabinet Rutte";;https://t.co/RGOGTp4VxZ;;15-5-2013 09:02;Open Twitter Page for This Person;https://twitter.com/heerbean;Yes;;;;;
mauritsveluwe;;;;;http://pbs.twimg.com/profile_images/1272221851465519104/zHSlbxvI_normal.jpg;;;;;"mauritsveluwe

RT @GozewijnAJ: Iets wat normaal
nadenkende burgers al van te voren
zeiden. Maar ja dan ben je #wappie
hè ! Kuipers: avondklok heeft geen…";;7.419,2;7.533,9;;;;;;;;;;;;;708;;;333;77;5405;14368;;;;;;21-1-2014 13:44;Open Twitter Page for This Person;https://twitter.com/mauritsveluwe;Yes;;;;;
margabult;;;;;http://pbs.twimg.com/profile_images/1336260525118906372/dCjTJqM1_normal.jpg;;;;;"margabult

";;4.955,7;8.273,5;;;;;;;;;;;;;709;;;1084;19167;67248;2893;;Artiest-ex-Verpleegkundige. Ridder i.d.Orde van Oranje Nassau. Honorair Consul Twente. Moeder van 3. Boekingen-info:Rocket 0418-576085;Geb:Denekamp. Wonen:Oisterwijk;https://t.co/wrY0pMSswV;;18-5-2009 17:26;Open Twitter Page for This Person;https://twitter.com/margabult;No;;;;;
r_hartman;;;;;http://pbs.twimg.com/profile_images/2297206796/is3s9u2dkenhst8yqb1p_normal.jpeg;;;;;"r_hartman

RT @GPPhilosopher: @margabult @r_hartman
@wierdduk De naïviteit, stupiditeit
en slaafsheid van het gros van
het NL volk is hemeltergend! #W…";;7.673,3;5.274,6;;;;;;;;;;;;;710;;;53;445;56943;11816;;;;http://t.co/RzxsLm8Xo7;;22-2-2010 20:24;Open Twitter Page for This Person;https://twitter.com/r_hartman;Yes;;;;;
gelehesjesnl;;;;;http://pbs.twimg.com/profile_images/1067124454445260801/XsYSKJLO_normal.jpg;;;;;"gelehesjesnl

Zorg ervoor dat je erbij bent.
We moeten dit keer met echt heel
veel mensen staan. Vele duizenden.
Wees aanwezig. Z… https://t.co/KYp2j9aHiB";;6.193,4;8.197,7;;;;;;;;;;;;;711;;;23;13663;7629;5820;;Grootste Twitter account van de Gele Hesjes Beweging!;;;;14-4-2018 07:17;Open Twitter Page for This Person;https://twitter.com/gelehesjesnl;Yes;;;;;
henk88705077;;;;;http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;;;;;"henk88705077

RT @dejongcatharina: Het is weer
de grote ' #wappie heeft weer gelijk
dag' #avondklok geen effect #vaccinatiepaspoort
is een feit Alles w…";;4.911,6;5.990,6;;;;;;;;;;;;;712;;;0;5;498;511;;;;;;12-3-2021 09:17;Open Twitter Page for This Person;https://twitter.com/henk88705077;Yes;;;;;
stopumts;;;;;http://pbs.twimg.com/profile_images/1270246629505929216/YUoZ3Y2Y_normal.jpg;;;;;"stopumts

RT @DivaDivawendy: #wappie https://t.co/UKn8DGfrYN
People believe the msm and don't
even do their research, not people
dying of covid-19 p…";;3.436,5;5.060,4;;;;;;;;;;;;;713;;;1731;1923;58882;10445;;"Waar blijft het onderzoek naar groepsimmuniteit bij de Nederlandse bevolking? Want is ongetwijfeld ongekend hoog!
En is vaccineren van deze mensen niet nodig.";Nederland;https://t.co/xvmWWfWrDZ;;14-2-2010 06:53;Open Twitter Page for This Person;https://twitter.com/stopumts;Yes;;;;;
anjabaarslag;;;;;http://pbs.twimg.com/profile_images/1351571770734759939/dRcjSFqz_normal.jpg;;;;;"anjabaarslag

RT @dejongcatharina: Het is weer
de grote ' #wappie heeft weer gelijk
dag' #avondklok geen effect #vaccinatiepaspoort
is een feit Alles w…";;6.152,2;8.551,3;;;;;;;;;;;;;714;;;45;269;17392;66288;;;Nederland;;;25-1-2011 13:21;Open Twitter Page for This Person;https://twitter.com/anjabaarslag;Yes;;;;;
ruudborst010;;;;;http://pbs.twimg.com/profile_images/1380969467883163648/HfImYWT9_normal.jpg;;;;;"ruudborst010

RT @dejongcatharina: Het is weer
de grote ' #wappie heeft weer gelijk
dag' #avondklok geen effect #vaccinatiepaspoort
is een feit Alles w…";;5.065,1;6.527,0;;;;;;;;;;;;;715;;;330;94;805;800;;🇳🇱🇳🇱 - FVD🏛 - neem geen (mRNA)vaccin!;Nederland;;;7-3-2021 13:03;Open Twitter Page for This Person;https://twitter.com/ruudborst010;Yes;;;;;
nelliejs501;;;;;http://pbs.twimg.com/profile_images/1351511963961061378/mwRnFvsd_normal.jpg;;;;;"nelliejs501

RT @KAFKA_Dev: De #avondklok heeft
dus geen enkel effect gehad. Iets
wat elke #wappie van te voren al
zei. Ze hebben dus willens &amp;
wetens…";;6.481,3;6.035,1;;;;;;;;;;;;;716;;;1108;1145;276757;92;;pvv stemmer,nexit nieuwsgierig naar de meningen van gelijkgestemden;;;;5-7-2018 08:24;Open Twitter Page for This Person;https://twitter.com/nelliejs501;Yes;;;;;
ea_010;;;;;http://pbs.twimg.com/profile_images/1100189513878515712/yF4D0jvT_normal.jpg;;;;;"ea_010

RT @dejongcatharina: Het is weer
de grote ' #wappie heeft weer gelijk
dag' #avondklok geen effect #vaccinatiepaspoort
is een feit Alles w…";;4.500,5;7.863,8;;;;;;;;;;;;;717;;;251;230;8180;13559;;Rotterdam’lı Müslüman, partiler üstü, derdi olan sıradan biri📌;Rotterdam, Zuid-Holland;;;20-7-2013 23:27;Open Twitter Page for This Person;https://twitter.com/ea_010;Yes;;;;;
rtlnieuws;;;;;http://pbs.twimg.com/profile_images/948470929163800576/8yYXeZbK_normal.jpg;;;;;"rtlnieuws

";;3.694,3;5.219,1;;;;;;;;;;;;;718;;;630;517653;275396;162;;Volg het nieuws terwijl het gebeurt. De laatste berichten uit binnen- en buitenland. Politiek, sport, economie, opmerkelijk nieuws. Video.;Nederland;http://t.co/CdGxqigxAM;;16-2-2009 07:17;Open Twitter Page for This Person;https://twitter.com/rtlnieuws;No;;;;;
marjavancaem;;;;;http://pbs.twimg.com/profile_images/564533184751091714/MP6_6jkA_normal.jpeg;;;;;"marjavancaem

RT @GoatRebel: @RTLnieuws Wat maar
weer eens bewijst dat, als echte
argumenten ontbreken, men over
gaat tot schelden (‘ #wappie !’
) - dat…";;2.991,2;1.441,1;;;;;;;;;;;;;719;;;72;823;180647;158;;;Purmerend;;;7-4-2010 10:41;Open Twitter Page for This Person;https://twitter.com/marjavancaem;Yes;;;;;
hansbutter85;;;;;http://pbs.twimg.com/profile_images/873938984031977472/WsDLyQR3_normal.jpg;;;;;"hansbutter85

RT @AndreDingen: Nooit eerder hadden
we een premier die openlijk toegeeft
te liegen en de wet te overtreden
als het hem zo uitkomt. Dat laa…";;6.850,2;3.500,8;;;;;;;;;;;;;720;;;24;20;2153;1458;;;;;;29-6-2016 08:59;Open Twitter Page for This Person;https://twitter.com/hansbutter85;Yes;;;;;
lodewijkhof;;;;;http://pbs.twimg.com/profile_images/891422517751144451/2h618Zh__normal.jpg;;;;;"lodewijkhof

@BeauRTL Dua wappies harden gelijk.
Laten we stoppen. #proudtobewappie
#wappie";;1.415,8;6.101,0;;;;;;;;;;;;;721;;;2662;1498;116177;619;;#Conservatieve, #Libertarian, #Israel, #Jew, #nomad, #investing, #podcast, #prepper, #food #offshore #vlog;Where the fun and profits are;https://t.co/2yzquv98Cb;;25-11-2009 15:33;Open Twitter Page for This Person;https://twitter.com/lodewijkhof;Yes;;;;;
elzet15;;;;;http://pbs.twimg.com/profile_images/1258676373255794688/e6mQ2CzB_normal.jpg;;;;;"elzet15

RT @AndreDingen: Nooit eerder hadden
we een premier die openlijk toegeeft
te liegen en de wet te overtreden
als het hem zo uitkomt. Dat laa…";;1.415,8;2.634,0;;;;;;;;;;;;;722;;;273;465;103986;30017;;"Gezonde leefomgeving is recht van iedereen.
#trotsopblauwelucht";;;;8-11-2017 18:32;Open Twitter Page for This Person;https://twitter.com/elzet15;Yes;;;;;
sumdumnut;;;;;http://pbs.twimg.com/profile_images/1329925012170694656/sxS4MkW8_normal.jpg;;;;;"sumdumnut

RT @VossenjachtLE: #wappie en ja
hoor, die domme wappies citeren
weer maar de helft. Ernst Kuipers.
Zei vooral dat de avondklok geen
effect…";;3.252,0;7.762,2;;;;;;;;;;;;;723;;;252;287;84000;47473;;"Liberals will always side with fascism.
he/him";The Netherlands;;;1-12-2014 08:13;Open Twitter Page for This Person;https://twitter.com/sumdumnut;Yes;;;;;
dymphy50;;;;;http://pbs.twimg.com/profile_images/668090708415397888/2-Y7vVIk_normal.jpg;;;;;"dymphy50

RT @PrinsesChrissie: Dus voor de
kat ze kut drie maanden opgehokt
gezeten.. Ik ben geen #wappie maar
je zou het bijna nog gaan worden
door…";;3.354,5;7.176,6;;;;;;;;;;;;;724;;;534;1094;77645;128845;;;;;;21-11-2015 14:55;Open Twitter Page for This Person;https://twitter.com/dymphy50;Yes;;;;;
ronnydriessen;;;;;http://pbs.twimg.com/profile_images/1383118338486861834/iJXeLx_l_normal.jpg;;;;;"ronnydriessen

RT @PrinsesChrissie: Dus voor de
kat ze kut drie maanden opgehokt
gezeten.. Ik ben geen #wappie maar
je zou het bijna nog gaan worden
door…";;4.178,8;2.613,6;;;;;;;;;;;;;725;;;14;3;35;2;;Nieuw Dijk*1964* Hou van muziek en lezen. Ik zoek vaak de natuur op, en wandel graag op bospaden. Hou van huiselijke gezelligheid samen met familie en vrienden.;Babberich;;;15-4-2021 23:16;Open Twitter Page for This Person;https://twitter.com/ronnydriessen;Yes;;;;;
petermanshande7;;;;;http://pbs.twimg.com/profile_images/1375041706475855872/pJGKDOuQ_normal.jpg;;;;;"petermanshande7

Willen alle Wappies zich direct
melden bij hun huisarts.#wappie";;7.898,1;2.270,4;;;;;;;;;;;;;726;;;77;2;417;62;;Praktisch  Ondernemer.;;;;21-1-2021 08:38;Open Twitter Page for This Person;https://twitter.com/petermanshande7;Yes;;;;;
pritter301;;;;;http://pbs.twimg.com/profile_images/1225070577393852417/lfdhs5pI_normal.jpg;;;;;"pritter301

Afgelopen Koningsdag was een feestdag
voor de #wappie, waarbij de oranjegezinde
burgers de schuld kregen #Vondelpark";;8.489,5;4.482,7;;;;;;;;;;;;;727;;;9;2;226;86;;"@pritter30 is like my OG acc but i lost the password lmao
Also why y'all so salty that joe mama won from Frumpy Trumpy?";The Netherlands;;;8-5-2019 15:42;Open Twitter Page for This Person;https://twitter.com/pritter301;Yes;;;;;
adriaanbeenen;;;;;http://pbs.twimg.com/profile_images/378800000830046894/aeda41cdc3cc4aec04383a3c3d74c5bf_normal.jpeg;;;;;"adriaanbeenen

RT @GeLeHesjesNL: Zorg ervoor dat
je erbij bent. We moeten dit keer
met echt heel veel mensen staan.
Vele duizenden. Wees aanwezig.
Zet het…";;5.075,2;1.567,0;;;;;;;;;;;;;728;;;4419;4989;140036;22310;;praktisch filosoof;;;;11-9-2011 19:59;Open Twitter Page for This Person;https://twitter.com/adriaanbeenen;Yes;;;;;
bglobalism;;;;;http://pbs.twimg.com/profile_images/1381212239273820163/PsZ9yd66_normal.jpg;;;;;"bglobalism

RT @GeLeHesjesNL: Zorg ervoor dat
je erbij bent. We moeten dit keer
met echt heel veel mensen staan.
Vele duizenden. Wees aanwezig.
Zet het…";;7.569,6;6.139,4;;;;;;;;;;;;;729;;;717;379;659;584;;It is time to stop the destruction due to globalization #NEXIT #FVD #Klimaaterkenner;;;;4-7-2020 12:06;Open Twitter Page for This Person;https://twitter.com/bglobalism;Yes;;;;;
rudolphusss;;;;;http://pbs.twimg.com/profile_images/1126394770350387200/u-AAR0IG_normal.png;;;;;"rudolphusss

Is huisarts deJonge uit Zwolle
ook een broer van #hugodejonge
? Luister even naar podcast van
Hulleman. Wat bete… https://t.co/XgqPggsGFl";;8.109,3;6.502,3;;;;;;;;;;;;;730;;;532;302;7161;10731;;"Truthseeker
Child of God, follower of Jesus";The Netherlands;;;5-3-2009 10:56;Open Twitter Page for This Person;https://twitter.com/rudolphusss;Yes;;;;;
wakker_wordt;;;;;http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;;;;;"wakker_wordt

Ex vieze president van Pfizer Michael
Yeadon Eerst paspoort daarna ID
en Bankcard ect erop daarna vanwege
doorstr… https://t.co/Ppkrv3Yd5H";;8.072,5;1.249,6;;;;;;;;;;;;;731;;;0;0;4;0;;;;;;29-4-2021 10:48;Open Twitter Page for This Person;https://twitter.com/wakker_wordt;Yes;;;;;
ladyjustice1312;;;;;http://pbs.twimg.com/profile_images/1334573469976158209/4R0b75bS_normal.jpg;;;;;"ladyjustice1312

@Life_s_about @xkimvhx Wat straks
komt is dat de msm gaat berichten
over vervalsing van die paspoorten,
na de zomer… https://t.co/SGQcMbqJjK";;3.396,7;2.685,4;;;;;;;;;;;;;732;;;54;35;8145;1975;;;;;;3-12-2020 18:47;Open Twitter Page for This Person;https://twitter.com/ladyjustice1312;Yes;;;;;
